drugId	indicationId
RoV2ttyI6K-	WMgDVzvRw6G
RoV2ttyI6K-	6TzmIh_S3S5
RoV2ttyI6K-	2LP5oq2nXLH
RoV2ttyI6K-	cXZMdFkcbxE
RoV2ttyI6K-	6opDy3dpNT9
RoV2ttyI6K-	A-hTfyb1tY9
RoV2ttyI6K-	xJvxeYFfrZ9
RoV2ttyI6K-	3uk_caRk1IH
RoV2ttyI6K-	EjqJ6iWtQV9
RoV2ttyI6K-	qUWEXFmXtE8
RoV2ttyI6K-	Yw_Zfy54egF
RoV2ttyI6K-	LbK8CNgV5RB
RoV2ttyI6K-	IBidoDXjsm8
RoV2ttyI6K-	oi0i0ahqDP9
RoV2ttyI6K-	1jUcSO1gtRA
RoV2ttyI6K-	x44BQS8DSz8
RoV2ttyI6K-	oD_Qf_m5WF8
RoV2ttyI6K-	KUCalcVrZaA
RoV2ttyI6K-	vsuS-p5NeO7
RoV2ttyI6K-	8C6fLxVvw8B
RoV2ttyI6K-	mF4YYYjK1n_
RoV2ttyI6K-	Da6I7_exMx-
RoV2ttyI6K-	18ID68DdKc-
RoV2ttyI6K-	RoVHOnhB2nF
RoV2ttyI6K-	kWRJOI1H-i9
RoV2ttyI6K-	jcLv_lLxKg6
RoV2ttyI6K-	wbS59YENVI-
RoV2ttyI6K-	3VBpNl233jH
RoV2ttyI6K-	EY_W-7w2tdC
RoV2ttyI6K-	2MIoaHIi8VH
RoV2ttyI6K-	ajOjpNQ0fqC
RoV2ttyI6K-	Yxxz1_jN7EG
RoV2ttyI6K-	tdx_ilYaL0D
k1avSRUjq-H	WMgDVzvRw6G
k1avSRUjq-H	6TzmIh_S3S5
k1avSRUjq-H	2LP5oq2nXLH
k1avSRUjq-H	cXZMdFkcbxE
k1avSRUjq-H	6opDy3dpNT9
k1avSRUjq-H	A-hTfyb1tY9
k1avSRUjq-H	xJvxeYFfrZ9
k1avSRUjq-H	3uk_caRk1IH
k1avSRUjq-H	EjqJ6iWtQV9
