drugId	targetId
T1juyiiLNGF	b6v-QjYJyY8
YEG1m9YuwzC	HMIMz3l1YZ8
YEG1m9YuwzC	OTE442Gh9AF
YEG1m9YuwzC	3JXl_uB4Fu7
YEG1m9YuwzC	d27hEIMMLf7
YEG1m9YuwzC	hMjFn1lDRPF
YEG1m9YuwzC	ZE7xADhwla-
YEG1m9YuwzC	zf0uZu6PkK_
YEG1m9YuwzC	zv_C0_pvfv-
YEG1m9YuwzC	b6v-QjYJyY8
YEG1m9YuwzC	7XY4b1wYQI6
WNnGqs0iXUE	HMIMz3l1YZ8
WNnGqs0iXUE	OTE442Gh9AF
WNnGqs0iXUE	RBY8z22jDrH
WNnGqs0iXUE	rsrwQIRXwNA
WNnGqs0iXUE	DLMGNLDCN77
WNnGqs0iXUE	pPxAXnpITR9
WNnGqs0iXUE	zv_C0_pvfv-
WNnGqs0iXUE	b6v-QjYJyY8
QCIcCTbhkdC	HMIMz3l1YZ8
QCIcCTbhkdC	OTE442Gh9AF
QCIcCTbhkdC	RBY8z22jDrH
QCIcCTbhkdC	rsrwQIRXwNA
QCIcCTbhkdC	DLMGNLDCN77
QCIcCTbhkdC	lmrzy4N3W4H
QCIcCTbhkdC	LvcPppwofG7
QCIcCTbhkdC	pPxAXnpITR9
QCIcCTbhkdC	zv_C0_pvfv-
QCIcCTbhkdC	b6v-QjYJyY8
26wsS67t61A	HMIMz3l1YZ8
26wsS67t61A	OTE442Gh9AF
26wsS67t61A	I37yUyu-BxD
26wsS67t61A	iUGPfLjIf8B
26wsS67t61A	zv_C0_pvfv-
26wsS67t61A	b6v-QjYJyY8
26wsS67t61A	ckh3gm0bS0G
O--oqzX8m9_	HMIMz3l1YZ8
O--oqzX8m9_	OTE442Gh9AF
O--oqzX8m9_	I37yUyu-BxD
O--oqzX8m9_	iUGPfLjIf8B
O--oqzX8m9_	zv_C0_pvfv-
O--oqzX8m9_	b6v-QjYJyY8
O--oqzX8m9_	ckh3gm0bS0G
2wPRveweJqF	HMIMz3l1YZ8
2wPRveweJqF	OTE442Gh9AF
2wPRveweJqF	RBY8z22jDrH
2wPRveweJqF	rsrwQIRXwNA
2wPRveweJqF	DLMGNLDCN77
2wPRveweJqF	pPxAXnpITR9
2wPRveweJqF	zv_C0_pvfv-
2wPRveweJqF	b6v-QjYJyY8
QqU-I5BtVS4	HMIMz3l1YZ8
QqU-I5BtVS4	OTE442Gh9AF
QqU-I5BtVS4	RBY8z22jDrH
QqU-I5BtVS4	rsrwQIRXwNA
QqU-I5BtVS4	DLMGNLDCN77
QqU-I5BtVS4	pPxAXnpITR9
QqU-I5BtVS4	zv_C0_pvfv-
QqU-I5BtVS4	b6v-QjYJyY8
KFxX26bUvIC	HMIMz3l1YZ8
KFxX26bUvIC	OTE442Gh9AF
KFxX26bUvIC	RBY8z22jDrH
KFxX26bUvIC	rsrwQIRXwNA
KFxX26bUvIC	DLMGNLDCN77
